measure,sex,ga_label,ga_weeks,z_level,value
weight,female,40+4,40.57142857142857,-1,2.95
weight,female,40+4,40.57142857142857,0,3.33
weight,female,40+4,40.57142857142857,1,3.74
weight,female,40+4,40.57142857142857,2,4.21
weight,female,40+4,40.57142857142857,3,4.77
weight,female,40+5,40.714285714285715,-3,2.13
weight,female,40+5,40.714285714285715,-2,2.58
weight,female,40+5,40.714285714285715,-1,2.96
weight,female,40+5,40.714285714285715,0,3.34
weight,female,40+5,40.714285714285715,1,3.76
weight,female,40+5,40.714285714285715,2,4.23
weight,female,40+5,40.714285714285715,3,4.79
weight,female,40+6,40.857142857142854,-3,2.15
weight,female,40+6,40.857142857142854,-2,2.59
weight,female,40+6,40.857142857142854,-1,2.98
weight,female,40+6,40.857142857142854,0,3.36
weight,female,40+6,40.857142857142854,1,3.78
weight,female,40+6,40.857142857142854,2,4.25
weight,female,40+6,40.857142857142854,3,4.81
weight,female,41+0,41.0,-3,2.16
weight,female,41+0,41.0,-2,2.61
weight,female,41+0,41.0,-1,2.99
weight,female,41+0,41.0,0,3.37
weight,female,41+0,41.0,1,3.79
weight,female,41+0,41.0,2,4.26
weight,female,41+0,41.0,3,4.82
weight,female,41+1,41.142857142857146,-3,2.17
weight,female,41+1,41.142857142857146,-2,2.62
weight,female,41+1,41.142857142857146,-1,3.01
weight,female,41+1,41.142857142857146,0,3.39
weight,female,41+1,41.142857142857146,1,3.81
weight,female,41+1,41.142857142857146,2,4.28
weight,female,41+1,41.142857142857146,3,4.84
weight,female,41+2,41.285714285714285,-3,2.19
weight,female,41+2,41.285714285714285,-2,2.63
weight,female,41+2,41.285714285714285,-1,3.02
weight,female,41+2,41.285714285714285,0,3.4
weight,female,41+2,41.285714285714285,1,3.82
weight,female,41+2,41.285714285714285,2,4.29
weight,female,41+2,41.285714285714285,3,4.85
weight,female,41+3,41.42857142857143,-3,2.2
weight,female,41+3,41.42857142857143,-2,2.64
weight,female,41+3,41.42857142857143,-1,3.03
weight,female,41+3,41.42857142857143,0,3.41
weight,female,41+3,41.42857142857143,1,3.83
weight,female,41+3,41.42857142857143,2,4.31
weight,female,41+3,41.42857142857143,3,4.87
weight,female,41+4,41.57142857142857,-3,2.21
weight,female,41+4,41.57142857142857,-2,2.66
weight,female,41+4,41.57142857142857,-1,3.05
weight,female,41+4,41.57142857142857,0,3.43
weight,female,41+4,41.57142857142857,1,3.85
weight,female,41+4,41.57142857142857,2,4.32
weight,female,41+4,41.57142857142857,3,4.88
weight,female,41+5,41.714285714285715,-3,2.22
weight,female,41+5,41.714285714285715,-2,2.67
weight,female,41+5,41.714285714285715,-1,3.06
weight,female,41+5,41.714285714285715,0,3.44
weight,female,41+5,41.714285714285715,1,3.86
weight,female,41+5,41.714285714285715,2,4.34
weight,female,41+5,41.714285714285715,3,4.9
weight,female,41+6,41.857142857142854,-3,2.23
weight,female,41+6,41.857142857142854,-2,2.68
weight,female,41+6,41.857142857142854,-1,3.07
weight,female,41+6,41.857142857142854,0,3.45
weight,female,41+6,41.857142857142854,1,3.87
weight,female,41+6,41.857142857142854,2,4.35
weight,female,41+6,41.857142857142854,3,4.91
weight,female,42+0,42.0,-3,2.24
weight,female,42+0,42.0,-2,2.69
weight,female,42+0,42.0,-1,3.08
weight,female,42+0,42.0,0,3.46
weight,female,42+0,42.0,1,3.89
weight,female,42+0,42.0,2,4.36
weight,female,42+0,42.0,3,4.93
weight,female,42+1,42.142857142857146,-3,2.25
weight,female,42+1,42.142857142857146,-2,2.7
weight,female,42+1,42.142857142857146,-1,3.09
weight,female,42+1,42.142857142857146,0,3.48
weight,female,42+1,42.142857142857146,1,3.9
weight,female,42+1,42.142857142857146,2,4.38
weight,female,42+1,42.142857142857146,3,4.94
weight,female,42+2,42.285714285714285,-3,2.26
weight,female,42+2,42.285714285714285,-2,2.71
weight,female,42+2,42.285714285714285,-1,3.1
weight,female,42+2,42.285714285714285,0,3.49
weight,female,42+2,42.285714285714285,1,3.91
weight,female,42+2,42.285714285714285,2,4.39
weight,female,42+2,42.285714285714285,3,4.95
weight,female,42+3,42.42857142857143,-3,2.27
weight,female,42+3,42.42857142857143,-2,2.72
weight,female,42+3,42.42857142857143,-1,3.12
weight,female,42+3,42.42857142857143,0,3.5
weight,female,42+3,42.42857142857143,1,3.92
weight,female,42+3,42.42857142857143,2,4.4
weight,female,42+3,42.42857142857143,3,4.97
weight,female,42+4,42.57142857142857,-3,2.28
weight,female,42+4,42.57142857142857,-2,2.73
weight,female,42+4,42.57142857142857,-1,3.13
weight,female,42+4,42.57142857142857,0,3.51
weight,female,42+4,42.57142857142857,1,3.93
weight,female,42+4,42.57142857142857,2,4.41
weight,female,42+4,42.57142857142857,3,4.98
weight,female,42+5,42.714285714285715,-3,2.29
weight,female,42+5,42.714285714285715,-2,2.74
weight,female,42+5,42.714285714285715,-1,3.14
weight,female,42+5,42.714285714285715,0,3.52
weight,female,42+5,42.714285714285715,1,3.94
weight,female,42+5,42.714285714285715,2,4.42
weight,female,42+5,42.714285714285715,3,4.99
weight,female,42+6,42.857142857142854,-3,2.3
weight,female,42+6,42.857142857142854,-2,2.75
weight,female,42+6,42.857142857142854,-1,3.14
weight,female,42+6,42.857142857142854,0,3.53
weight,female,42+6,42.857142857142854,1,3.96
weight,female,42+6,42.857142857142854,2,4.43
weight,female,42+6,42.857142857142854,3,5.0
