measure,sex,ga_label,ga_weeks,z_level,value
weight,male,41+6,41.857142857142854,-3,2.33
weight,male,41+6,41.857142857142854,-2,2.81
weight,male,41+6,41.857142857142854,-1,3.22
weight,male,41+6,41.857142857142854,0,3.61
weight,male,41+6,41.857142857142854,1,4.03
weight,male,41+6,41.857142857142854,2,4.51
weight,male,41+6,41.857142857142854,3,5.08
weight,male,42+0,42.0,-3,2.34
weight,male,42+0,42.0,-2,2.83
weight,male,42+0,42.0,-1,3.24
weight,male,42+0,42.0,0,3.62
weight,male,42+0,42.0,1,4.05
weight,male,42+0,42.0,2,4.52
weight,male,42+0,42.0,3,5.1
weight,male,42+1,42.142857142857146,-3,2.36
weight,male,42+1,42.142857142857146,-2,2.84
weight,male,42+1,42.142857142857146,-1,3.25
weight,male,42+1,42.142857142857146,0,3.64
weight,male,42+1,42.142857142857146,1,4.06
weight,male,42+1,42.142857142857146,2,4.54
weight,male,42+1,42.142857142857146,3,5.11
weight,male,42+2,42.285714285714285,-3,2.37
weight,male,42+2,42.285714285714285,-2,2.86
weight,male,42+2,42.285714285714285,-1,3.26
weight,male,42+2,42.285714285714285,0,3.65
weight,male,42+2,42.285714285714285,1,4.07
weight,male,42+2,42.285714285714285,2,4.55
weight,male,42+2,42.285714285714285,3,5.12
weight,male,42+3,42.42857142857143,-3,2.39
weight,male,42+3,42.42857142857143,-2,2.87
weight,male,42+3,42.42857142857143,-1,3.28
weight,male,42+3,42.42857142857143,0,3.67
weight,male,42+3,42.42857142857143,1,4.09
weight,male,42+3,42.42857142857143,2,4.56
weight,male,42+3,42.42857142857143,3,5.14
weight,male,42+4,42.57142857142857,-3,2.4
weight,male,42+4,42.57142857142857,-2,2.88
weight,male,42+4,42.57142857142857,-1,3.29
weight,male,42+4,42.57142857142857,0,3.68
weight,male,42+4,42.57142857142857,1,4.1
weight,male,42+4,42.57142857142857,2,4.58
weight,male,42+4,42.57142857142857,3,5.15
weight,male,42+5,42.714285714285715,-3,2.42
weight,male,42+5,42.714285714285715,-2,2.9
weight,male,42+5,42.714285714285715,-1,3.31
weight,male,42+5,42.714285714285715,0,3.69
weight,male,42+5,42.714285714285715,1,4.11
weight,male,42+5,42.714285714285715,2,4.59
weight,male,42+5,42.714285714285715,3,5.16
weight,male,42+6,42.857142857142854,-3,2.43
weight,male,42+6,42.857142857142854,-2,2.91
weight,male,42+6,42.857142857142854,-1,3.32
weight,male,42+6,42.857142857142854,0,3.71
weight,male,42+6,42.857142857142854,1,4.13
weight,male,42+6,42.857142857142854,2,4.6
weight,male,42+6,42.857142857142854,3,5.18
