ga_label,ga_weeks,measure,sex,value,z_level
37,37.0,weight,female,2.49,0.0
38,38.0,weight,female,2.71,0.0
39,39.0,weight,female,2.92,0.0
40,40.0,weight,female,3.13,0.0
41,41.0,weight,female,3.35,0.0
42,42.0,weight,female,3.55,0.0
43,43.0,weight,female,3.76,0.0
44,44.0,weight,female,3.96,0.0
45,45.0,weight,female,4.16,0.0
46,46.0,weight,female,4.36,0.0
47,47.0,weight,female,4.55,0.0
48,48.0,weight,female,4.74,0.0
49,49.0,weight,female,4.92,0.0
50,50.0,weight,female,5.1,0.0
51,51.0,weight,female,5.27,0.0
52,52.0,weight,female,5.44,0.0
53,53.0,weight,female,5.6,0.0
54,54.0,weight,female,5.76,0.0
55,55.0,weight,female,5.92,0.0
56,56.0,weight,female,6.07,0.0
57,57.0,weight,female,6.21,0.0
58,58.0,weight,female,6.35,0.0
59,59.0,weight,female,6.49,0.0
60,60.0,weight,female,6.62,0.0
61,61.0,weight,female,6.75,0.0
62,62.0,weight,female,6.87,0.0
63,63.0,weight,female,6.99,0.0
64,64.0,weight,female,7.11,0.0
27,27.0,weight,female,0.75,1.0
28,28.0,weight,female,0.92,1.0
29,29.0,weight,female,1.1,1.0
30,30.0,weight,female,1.3,1.0
31,31.0,weight,female,1.51,1.0
32,32.0,weight,female,1.72,1.0
33,33.0,weight,female,1.94,1.0
34,34.0,weight,female,2.17,1.0
35,35.0,weight,female,2.41,1.0
36,36.0,weight,female,2.65,1.0
37,37.0,weight,female,2.89,1.0
38,38.0,weight,female,3.13,1.0
39,39.0,weight,female,3.37,1.0
40,40.0,weight,female,3.61,1.0
41,41.0,weight,female,3.84,1.0
42,42.0,weight,female,4.08,1.0
43,43.0,weight,female,4.31,1.0
44,44.0,weight,female,4.54,1.0
45,45.0,weight,female,4.76,1.0
46,46.0,weight,female,4.98,1.0
47,47.0,weight,female,5.19,1.0
48,48.0,weight,female,5.4,1.0
49,49.0,weight,female,5.61,1.0
50,50.0,weight,female,5.81,1.0
51,51.0,weight,female,6.0,1.0
52,52.0,weight,female,6.19,1.0
53,53.0,weight,female,6.38,1.0
54,54.0,weight,female,6.56,1.0
55,55.0,weight,female,6.73,1.0
56,56.0,weight,female,6.9,1.0
57,57.0,weight,female,7.06,1.0
58,58.0,weight,female,7.22,1.0
59,59.0,weight,female,7.38,1.0
60,60.0,weight,female,7.53,1.0
61,61.0,weight,female,7.67,1.0
62,62.0,weight,female,7.81,1.0
63,63.0,weight,female,7.95,1.0
64,64.0,weight,female,8.08,1.0
27,27.0,weight,female,0.93,2.0
28,28.0,weight,female,1.12,2.0
29,29.0,weight,female,1.33,2.0
30,30.0,weight,female,1.55,2.0
31,31.0,weight,female,1.79,2.0
32,32.0,weight,female,2.03,2.0
33,33.0,weight,female,2.29,2.0
34,34.0,weight,female,2.55,2.0
35,35.0,weight,female,2.81,2.0
36,36.0,weight,female,3.08,2.0
37,37.0,weight,female,3.34,2.0
38,38.0,weight,female,3.61,2.0
39,39.0,weight,female,3.88,2.0
40,40.0,weight,female,4.15,2.0
41,41.0,weight,female,4.41,2.0
42,42.0,weight,female,4.68,2.0
43,43.0,weight,female,4.93,2.0
44,44.0,weight,female,5.19,2.0
45,45.0,weight,female,5.44,2.0
46,46.0,weight,female,5.69,2.0
47,47.0,weight,female,5.93,2.0
48,48.0,weight,female,6.16,2.0
49,49.0,weight,female,6.39,2.0
50,50.0,weight,female,6.62,2.0
51,51.0,weight,female,6.83,2.0
52,52.0,weight,female,7.05,2.0
53,53.0,weight,female,7.26,2.0
54,54.0,weight,female,7.46,2.0
55,55.0,weight,female,7.65,2.0
56,56.0,weight,female,7.85,2.0
57,57.0,weight,female,8.03,2.0
58,58.0,weight,female,8.21,2.0
59,59.0,weight,female,8.39,2.0
60,60.0,weight,female,8.56,2.0
61,61.0,weight,female,8.72,2.0
62,62.0,weight,female,8.88,2.0
63,63.0,weight,female,9.04,2.0
64,64.0,weight,female,9.19,2.0
27,27.0,weight,female,1.14,3.0
28,28.0,weight,female,1.37,3.0
29,29.0,weight,female,1.61,3.0
30,30.0,weight,female,1.86,3.0
31,31.0,weight,female,2.13,3.0
32,32.0,weight,female,2.4,3.0
33,33.0,weight,female,2.69,3.0
34,34.0,weight,female,2.98,3.0
35,35.0,weight,female,3.27,3.0
36,36.0,weight,female,3.57,3.0
37,37.0,weight,female,3.87,3.0
38,38.0,weight,female,4.17,3.0
39,39.0,weight,female,4.48,3.0
40,40.0,weight,female,4.77,3.0
41,41.0,weight,female,5.07,3.0
42,42.0,weight,female,5.36,3.0
43,43.0,weight,female,5.65,3.0
44,44.0,weight,female,5.94,3.0
45,45.0,weight,female,6.22,3.0
46,46.0,weight,female,6.49,3.0
47,47.0,weight,female,6.76,3.0
48,48.0,weight,female,7.03,3.0
49,49.0,weight,female,7.28,3.0
50,50.0,weight,female,7.54,3.0
51,51.0,weight,female,7.78,3.0
52,52.0,weight,female,8.02,3.0
53,53.0,weight,female,8.26,3.0
54,54.0,weight,female,8.48,3.0
55,55.0,weight,female,8.71,3.0
56,56.0,weight,female,8.92,3.0
57,57.0,weight,female,9.13,3.0
58,58.0,weight,female,9.34,3.0
59,59.0,weight,female,9.54,3.0
60,60.0,weight,female,9.73,3.0
61,61.0,weight,female,9.92,3.0
62,62.0,weight,female,10.1,3.0
63,63.0,weight,female,10.28,3.0
64,64.0,weight,female,10.45,3.0
