measure,sex,ga_label,ga_weeks,z_level,value,source_file
weight,female,35+3,35.42857142857143,-3,1.34,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,-2,1.75,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,-1,2.12,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,0,2.48,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,1,2.87,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,2,3.31,international_newborn_size_girls_weight_z_long.csv
weight,female,35+3,35.42857142857143,3,3.84,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,-3,1.37,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,-2,1.78,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,-1,2.15,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,0,2.51,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,1,2.9,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,2,3.35,international_newborn_size_girls_weight_z_long.csv
weight,female,35+4,35.57142857142857,3,3.87,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,-3,1.39,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,-2,1.81,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,-1,2.18,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,0,2.54,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,1,2.93,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,2,3.38,international_newborn_size_girls_weight_z_long.csv
weight,female,35+5,35.714285714285715,3,3.91,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,-3,1.42,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,-2,1.84,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,-1,2.21,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,0,2.57,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,1,2.97,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,2,3.41,international_newborn_size_girls_weight_z_long.csv
weight,female,35+6,35.857142857142854,3,3.94,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,-3,1.45,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,-2,1.87,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,-1,2.24,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,0,2.6,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,1,3.0,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,2,3.45,international_newborn_size_girls_weight_z_long.csv
weight,female,36+0,36.0,3,3.97,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,-3,1.48,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,-2,1.9,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,-1,2.27,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,0,2.63,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,1,3.03,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,2,3.48,international_newborn_size_girls_weight_z_long.csv
weight,female,36+1,36.142857142857146,3,4.01,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,-3,1.51,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,-2,1.93,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,-1,2.3,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,0,2.66,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,1,3.06,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,2,3.51,international_newborn_size_girls_weight_z_long.csv
weight,female,36+2,36.285714285714285,3,4.04,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,-3,1.53,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,-2,1.96,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,-1,2.33,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,0,2.69,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,1,3.09,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,2,3.54,international_newborn_size_girls_weight_z_long.csv
weight,female,36+3,36.42857142857143,3,4.07,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,-3,1.56,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,-2,1.99,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,-1,2.36,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,0,2.72,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,1,3.12,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,2,3.57,international_newborn_size_girls_weight_z_long.csv
weight,female,36+4,36.57142857142857,3,4.1,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,-3,1.59,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,-2,2.01,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,-1,2.38,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,0,2.74,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,1,3.15,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,2,3.6,international_newborn_size_girls_weight_z_long.csv
weight,female,36+5,36.714285714285715,3,4.13,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,-3,1.61,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,-2,2.04,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,-1,2.41,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,0,2.77,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,1,3.17,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,2,3.63,international_newborn_size_girls_weight_z_long.csv
weight,female,36+6,36.857142857142854,3,4.16,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,-3,1.64,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,-2,2.06,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,-1,2.44,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,0,2.8,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,1,3.2,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,2,3.65,international_newborn_size_girls_weight_z_long.csv
weight,female,37+0,37.0,3,4.19,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,-3,1.66,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,-2,2.09,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,-1,2.46,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,0,2.83,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,1,3.23,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,2,3.68,international_newborn_size_girls_weight_z_long.csv
weight,female,37+1,37.142857142857146,3,4.22,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,-3,1.68,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,-2,2.11,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,-1,2.49,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,0,2.85,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,1,3.26,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,2,3.71,international_newborn_size_girls_weight_z_long.csv
weight,female,37+2,37.285714285714285,3,4.25,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,-3,1.71,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,-2,2.14,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,-1,2.51,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,0,2.88,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,1,3.28,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,2,3.74,international_newborn_size_girls_weight_z_long.csv
weight,female,37+3,37.42857142857143,3,4.28,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,-3,1.73,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,-2,2.16,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,-1,2.54,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,0,2.9,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,1,3.31,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,2,3.76,international_newborn_size_girls_weight_z_long.csv
weight,female,37+4,37.57142857142857,3,4.3,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,-3,1.75,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,-2,2.19,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,-1,2.56,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,0,2.93,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,1,3.33,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,2,3.79,international_newborn_size_girls_weight_z_long.csv
weight,female,37+5,37.714285714285715,3,4.33,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,-3,1.78,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,-2,2.21,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,-1,2.58,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,0,2.95,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,1,3.36,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,2,3.82,international_newborn_size_girls_weight_z_long.csv
weight,female,37+6,37.857142857142854,3,4.36,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,-3,1.8,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,-2,2.23,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,-1,2.61,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,0,2.97,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,1,3.38,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,2,3.84,international_newborn_size_girls_weight_z_long.csv
weight,female,38+0,38.0,3,4.38,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,-3,1.82,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,-2,2.25,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,-1,2.63,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,0,3.0,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,1,3.41,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,2,3.86,international_newborn_size_girls_weight_z_long.csv
weight,female,38+1,38.142857142857146,3,4.41,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,-3,1.84,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,-2,2.27,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,-1,2.65,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,0,3.02,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,1,3.43,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,2,3.89,international_newborn_size_girls_weight_z_long.csv
weight,female,38+2,38.285714285714285,3,4.43,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,-3,1.86,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,-2,2.3,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,-1,2.67,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,0,3.04,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,1,3.45,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,2,3.91,international_newborn_size_girls_weight_z_long.csv
weight,female,38+3,38.42857142857143,3,4.46,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,-3,1.88,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,-2,2.32,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,-1,2.69,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,0,3.06,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,1,3.47,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,2,3.94,international_newborn_size_girls_weight_z_long.csv
weight,female,38+4,38.57142857142857,3,4.48,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,-3,1.9,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,-2,2.34,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,-1,2.72,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,0,3.09,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,1,3.5,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,2,3.96,international_newborn_size_girls_weight_z_long.csv
weight,female,38+5,38.714285714285715,3,4.51,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,-3,1.92,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,-2,2.36,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,-1,2.74,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,0,3.11,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,1,3.52,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,2,3.98,international_newborn_size_girls_weight_z_long.csv
weight,female,38+6,38.857142857142854,3,4.53,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,-3,1.94,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,-2,2.38,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,-1,2.76,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,0,3.13,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,1,3.54,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,2,4.0,international_newborn_size_girls_weight_z_long.csv
weight,female,39+0,39.0,3,4.55,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,-3,1.96,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,-2,2.4,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,-1,2.78,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,0,3.15,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,1,3.56,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,2,4.02,international_newborn_size_girls_weight_z_long.csv
weight,female,39+1,39.142857142857146,3,4.57,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,-3,1.98,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,-2,2.41,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,-1,2.8,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,0,3.17,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,1,3.58,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,2,4.05,international_newborn_size_girls_weight_z_long.csv
weight,female,39+2,39.285714285714285,3,4.59,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,-3,1.99,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,-2,2.43,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,-1,2.81,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,0,3.19,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,1,3.6,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,2,4.07,international_newborn_size_girls_weight_z_long.csv
weight,female,39+3,39.42857142857143,3,4.62,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,-3,2.01,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,-2,2.45,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,-1,2.83,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,0,3.21,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,1,3.62,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,2,4.09,international_newborn_size_girls_weight_z_long.csv
weight,female,39+4,39.57142857142857,3,4.64,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,-3,2.03,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,-2,2.47,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,-1,2.85,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,0,3.22,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,1,3.64,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,2,4.11,international_newborn_size_girls_weight_z_long.csv
weight,female,39+5,39.714285714285715,3,4.66,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,-3,2.04,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,-2,2.48,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,-1,2.87,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,0,3.24,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,1,3.66,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,2,4.12,international_newborn_size_girls_weight_z_long.csv
weight,female,39+6,39.857142857142854,3,4.68,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,-3,2.06,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,-2,2.5,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,-1,2.88,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,0,3.26,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,1,3.68,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,2,4.14,international_newborn_size_girls_weight_z_long.csv
weight,female,40+0,40.0,3,4.7,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,-3,2.08,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,-2,2.52,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,-1,2.9,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,0,3.28,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,1,3.69,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,2,4.16,international_newborn_size_girls_weight_z_long.csv
weight,female,40+1,40.142857142857146,3,4.72,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,-3,2.09,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,-2,2.53,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,-1,2.92,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,0,3.29,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,1,3.71,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,2,4.18,international_newborn_size_girls_weight_z_long.csv
weight,female,40+2,40.285714285714285,3,4.73,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,-3,2.11,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,-2,2.55,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,-1,2.93,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,0,3.31,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,1,3.73,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,2,4.2,international_newborn_size_girls_weight_z_long.csv
weight,female,40+3,40.42857142857143,3,4.75,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,-3,2.12,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,-2,2.56,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,-1,2.95,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,0,3.33,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,1,3.74,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,2,4.21,international_newborn_size_girls_weight_z_long.csv
weight,female,40+4,40.57142857142857,3,4.77,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,-3,2.13,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,-2,2.58,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,-1,2.96,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,0,3.34,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,1,3.76,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,2,4.23,international_newborn_size_girls_weight_z_long.csv
weight,female,40+5,40.714285714285715,3,4.79,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,-3,2.15,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,-2,2.59,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,-1,2.98,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,0,3.36,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,1,3.78,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,2,4.25,international_newborn_size_girls_weight_z_long.csv
weight,female,40+6,40.857142857142854,3,4.81,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,-3,2.16,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,-2,2.61,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,-1,2.99,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,0,3.37,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,1,3.79,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,2,4.26,international_newborn_size_girls_weight_z_long.csv
weight,female,41+0,41.0,3,4.82,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,-3,2.17,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,-2,2.62,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,-1,3.01,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,0,3.39,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,1,3.81,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,2,4.28,international_newborn_size_girls_weight_z_long.csv
weight,female,41+1,41.142857142857146,3,4.84,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,-3,2.19,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,-2,2.63,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,-1,3.02,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,0,3.4,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,1,3.82,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,2,4.29,international_newborn_size_girls_weight_z_long.csv
weight,female,41+2,41.285714285714285,3,4.85,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,-3,2.2,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,-2,2.64,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,-1,3.03,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,0,3.41,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,1,3.83,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,2,4.31,international_newborn_size_girls_weight_z_long.csv
weight,female,41+3,41.42857142857143,3,4.87,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,-3,2.21,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,-2,2.66,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,-1,3.05,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,0,3.43,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,1,3.85,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,2,4.32,international_newborn_size_girls_weight_z_long.csv
weight,female,41+4,41.57142857142857,3,4.88,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,-3,2.22,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,-2,2.67,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,-1,3.06,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,0,3.44,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,1,3.86,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,2,4.34,international_newborn_size_girls_weight_z_long.csv
weight,female,41+5,41.714285714285715,3,4.9,international_newborn_size_girls_weight_z_long.csv
weight,female,41+6,41.857142857142854,-3,2.23,international_newborn_size_girls_weight_z_long.csv
weight,female,41+6,41.857142857142854,-2,2.68,international_newborn_size_girls_weight_z_long.csv
weight,female,41+6,41.857142857142854,-1,3.07,international_newborn_size_girls_weight_z_long.csv
